1	0.703408
2	0.701232
3	0.699036
4	0.696819
5	0.694584
6	0.692330
7	0.690057
8	0.687767
9	0.685460
10	0.683137
11	0.680798
12	0.678444
13	0.676075
14	0.673692
15	0.671297
16	0.668889
17	0.666469
18	0.664038
19	0.661597
20	0.659146
21	0.656687
22	0.654219
23	0.651744
24	0.649261
25	0.646773
26	0.644279
27	0.641781
28	0.639278
29	0.636772
30	0.634263
31	0.631753
32	0.629240
33	0.626727
34	0.624213
35	0.621700
36	0.619188
37	0.616677
38	0.614167
39	0.611660
40	0.609157
41	0.606656
42	0.604160
43	0.601668
44	0.599180
45	0.596698
46	0.594221
47	0.591751
48	0.589286
49	0.586829
50	0.584378
51	0.581935
52	0.579499
53	0.577072
54	0.574652
55	0.572241
56	0.569839
57	0.567446
58	0.565062
59	0.562688
60	0.560323
61	0.557968
62	0.555623
63	0.553288
64	0.550964
65	0.548649
66	0.546346
67	0.544054
68	0.541772
69	0.539502
70	0.537243
71	0.534995
72	0.532758
73	0.530533
74	0.528320
75	0.526118
76	0.523928
77	0.521750
78	0.519584
79	0.517429
80	0.515287
81	0.513157
82	0.511039
83	0.508933
84	0.506839
85	0.504758
86	0.502689
87	0.500632
88	0.498587
89	0.496556
90	0.494536
91	0.492529
92	0.490534
93	0.488552
94	0.486582
95	0.484624
96	0.482680
97	0.480747
98	0.478827
99	0.476920
100	0.475025
101	0.473142
102	0.471272
103	0.469414
104	0.467569
105	0.465736
106	0.463915
107	0.462107
108	0.460311
109	0.458527
110	0.456755
111	0.454996
112	0.453249
113	0.451514
114	0.449791
115	0.448080
116	0.446381
117	0.444695
118	0.443020
119	0.441357
120	0.439705
121	0.438066
122	0.436438
123	0.434822
124	0.433218
125	0.431625
126	0.430043
127	0.428474
128	0.426915
129	0.425368
130	0.423832
131	0.422307
132	0.420793
133	0.419291
134	0.417799
135	0.416318
136	0.414849
137	0.413390
138	0.411941
139	0.410503
140	0.409076
141	0.407660
142	0.406254
143	0.404858
144	0.403473
145	0.402097
146	0.400732
147	0.399377
148	0.398032
149	0.396697
150	0.395372
151	0.394057
152	0.392751
153	0.391455
154	0.390168
155	0.388891
156	0.387623
157	0.386365
158	0.385116
159	0.383876
160	0.382645
161	0.381423
162	0.380211
163	0.379007
164	0.377812
165	0.376625
166	0.375448
167	0.374278
168	0.373118
169	0.371966
170	0.370822
171	0.369686
172	0.368559
173	0.367440
174	0.366329
175	0.365226
176	0.364131
177	0.363044
178	0.361964
179	0.360893
180	0.359829
181	0.358772
182	0.357724
183	0.356682
184	0.355648
185	0.354622
186	0.353603
187	0.352591
188	0.351586
189	0.350588
190	0.349597
191	0.348613
192	0.347636
193	0.346666
194	0.345703
195	0.344746
196	0.343796
197	0.342853
198	0.341916
199	0.340986
200	0.340062
201	0.339144
202	0.338233
203	0.337328
204	0.336429
205	0.335537
206	0.334650
207	0.333770
208	0.332895
209	0.332027
210	0.331164
211	0.330307
212	0.329456
213	0.328610
214	0.327771
215	0.326937
216	0.326108
217	0.325285
218	0.324468
219	0.323656
220	0.322849
221	0.322048
222	0.321252
223	0.320461
224	0.319675
225	0.318895
226	0.318119
227	0.317349
228	0.316584
229	0.315824
230	0.315068
231	0.314318
232	0.313572
233	0.312832
234	0.312096
235	0.311365
236	0.310638
237	0.309916
238	0.309199
239	0.308486
240	0.307778
241	0.307074
242	0.306375
243	0.305681
244	0.304990
245	0.304304
246	0.303623
247	0.302945
248	0.302272
249	0.301603
250	0.300938
251	0.300278
252	0.299621
253	0.298969
254	0.298320
255	0.297676
256	0.297036
257	0.296399
258	0.295767
259	0.295138
260	0.294513
261	0.293892
262	0.293275
263	0.292661
264	0.292052
265	0.291446
266	0.290843
267	0.290245
268	0.289650
269	0.289058
270	0.288470
271	0.287886
272	0.287305
273	0.286727
274	0.286153
275	0.285583
276	0.285015
277	0.284452
278	0.283891
279	0.283334
280	0.282780
281	0.282229
282	0.281682
283	0.281138
284	0.280597
285	0.280059
286	0.279524
287	0.278993
288	0.278464
289	0.277939
290	0.277416
291	0.276897
292	0.276381
293	0.275867
294	0.275357
295	0.274849
296	0.274345
297	0.273843
298	0.273344
299	0.272848
300	0.272355
301	0.271865
302	0.271377
303	0.270892
304	0.270410
305	0.269931
306	0.269454
307	0.268980
308	0.268509
309	0.268040
310	0.267574
311	0.267110
312	0.266649
313	0.266191
314	0.265735
315	0.265282
316	0.264831
317	0.264383
318	0.263937
319	0.263494
320	0.263053
321	0.262614
322	0.262178
323	0.261744
324	0.261313
325	0.260884
326	0.260457
327	0.260033
328	0.259611
329	0.259191
330	0.258773
331	0.258358
332	0.257945
333	0.257534
334	0.257126
335	0.256719
336	0.256315
337	0.255913
338	0.255513
339	0.255115
340	0.254719
341	0.254325
342	0.253934
343	0.253544
344	0.253157
345	0.252771
346	0.252388
347	0.252006
348	0.251627
349	0.251249
350	0.250874
351	0.250500
352	0.250129
353	0.249759
354	0.249391
355	0.249025
356	0.248661
357	0.248299
358	0.247939
359	0.247581
360	0.247224
361	0.246869
362	0.246516
363	0.246165
364	0.245816
365	0.245468
366	0.245122
367	0.244778
368	0.244436
369	0.244095
370	0.243756
371	0.243419
372	0.243083
373	0.242749
374	0.242417
375	0.242087
376	0.241758
377	0.241430
378	0.241105
379	0.240781
380	0.240458
381	0.240138
382	0.239818
383	0.239501
384	0.239184
385	0.238870
386	0.238557
387	0.238245
388	0.237935
389	0.237627
390	0.237320
391	0.237014
392	0.236710
393	0.236407
394	0.236106
395	0.235807
396	0.235508
397	0.235212
398	0.234916
399	0.234622
400	0.234330
401	0.234038
402	0.233749
403	0.233460
404	0.233173
405	0.232888
406	0.232603
407	0.232320
408	0.232038
409	0.231758
410	0.231479
411	0.231201
412	0.230925
413	0.230650
414	0.230376
415	0.230103
416	0.229832
417	0.229562
418	0.229293
419	0.229025
420	0.228759
421	0.228494
422	0.228230
423	0.227967
424	0.227706
425	0.227445
426	0.227186
427	0.226928
428	0.226672
429	0.226416
430	0.226162
431	0.225908
432	0.225656
433	0.225405
434	0.225155
435	0.224907
436	0.224659
437	0.224413
438	0.224167
439	0.223923
440	0.223680
441	0.223437
442	0.223196
443	0.222956
444	0.222717
445	0.222479
446	0.222243
447	0.222007
448	0.221772
449	0.221538
450	0.221306
451	0.221074
452	0.220843
453	0.220614
454	0.220385
455	0.220157
456	0.219931
457	0.219705
458	0.219480
459	0.219256
460	0.219033
461	0.218812
462	0.218591
463	0.218371
464	0.218152
465	0.217934
466	0.217717
467	0.217501
468	0.217285
469	0.217071
470	0.216858
471	0.216645
472	0.216433
473	0.216223
474	0.216013
475	0.215804
476	0.215596
477	0.215388
478	0.215182
479	0.214977
480	0.214772
481	0.214568
482	0.214365
483	0.214163
484	0.213962
485	0.213761
486	0.213562
487	0.213363
488	0.213165
489	0.212968
490	0.212772
491	0.212576
492	0.212381
493	0.212188
494	0.211994
495	0.211802
496	0.211611
497	0.211420
498	0.211230
499	0.211041
500	0.210852
501	0.210664
502	0.210478
503	0.210291
504	0.210106
505	0.209921
506	0.209737
507	0.209554
508	0.209372
509	0.209190
510	0.209009
511	0.208829
512	0.208649
513	0.208470
514	0.208292
515	0.208115
516	0.207938
517	0.207762
518	0.207586
519	0.207412
520	0.207238
521	0.207064
522	0.206892
523	0.206720
524	0.206549
525	0.206378
526	0.206208
527	0.206039
528	0.205870
529	0.205702
530	0.205535
531	0.205368
532	0.205202
533	0.205037
534	0.204872
535	0.204708
536	0.204545
537	0.204382
538	0.204219
539	0.204058
540	0.203897
541	0.203736
542	0.203577
543	0.203418
544	0.203259
545	0.203101
546	0.202944
547	0.202787
548	0.202631
549	0.202475
550	0.202320
551	0.202166
552	0.202012
